file,format,width_mm,height_mm,dpi,bytes,md5,font_family,editable_text,plotted_bars,unique_workflow_outputs,panel_layout,mapper_layout,bar_geometry,platform_legend,generated_utc
phasing_main_b_longphase_30x_profile.svg,svg,183,52,,17422,7260665988094ad8eceb32cefdf1167b,Nimbus Sans,TRUE,24,6,1 x 4 independent grouped-bar panels,two x-axis groups per panel; three platform bars per group,"width 0.200; platform offsets -0.250,0,+0.250; within-group gap 0.050",single shared header legend,2026-08-08 10:36:56 UTC
phasing_main_b_longphase_30x_profile.pdf,pdf,183,52,,23857,07dd35d065c78001dba491e54ff6e27a,Nimbus Sans,TRUE,24,6,1 x 4 independent grouped-bar panels,two x-axis groups per panel; three platform bars per group,"width 0.200; platform offsets -0.250,0,+0.250; within-group gap 0.050",single shared header legend,2026-08-08 10:36:56 UTC
phasing_main_b_longphase_30x_profile.tiff,tiff,183,52,600,15922452,7b9cec9a9196888fbd284841dafdd7ce,Nimbus Sans,FALSE,24,6,1 x 4 independent grouped-bar panels,two x-axis groups per panel; three platform bars per group,"width 0.200; platform offsets -0.250,0,+0.250; within-group gap 0.050",single shared header legend,2026-08-08 10:36:56 UTC
phasing_main_b_longphase_30x_profile.png,png,183,52,600,165919,790463742f2383e2e9da331d43e94ab6,Nimbus Sans,FALSE,24,6,1 x 4 independent grouped-bar panels,two x-axis groups per panel; three platform bars per group,"width 0.200; platform offsets -0.250,0,+0.250; within-group gap 0.050",single shared header legend,2026-08-08 10:36:56 UTC
